Year,Month,Date,Site,LoadNumber,Truck_CAT,Truck_Size,Volume,Picked,DiffReportOpened,Close_Date,Status,Typeload,Depot,IsReturned
2022,1,2022-01-01 0:00,Gateway,G0M0L9SZRR,Spot Hired,10p,64.8,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9T3RR,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9T6RR,Spot Hired,10p,64.8,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TARR,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TERR,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TJRR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TNRR,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TSRR,Spot Hired,10p,64.8,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9TWRR,Owned,10p,64.8,Y,TRUE,Jan  3 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9U0RR,Spot Hired,10p,71.28,Y,TRUE,Jan  3 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9U4RR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9U8RR,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9UCRR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9UGRR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9ULRR,Spot Hired,10p,68.4576,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9UQRR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9UURR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9UYRR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9V1RR,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9V5RR,Spot Hired,10p,64.8,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9V9RR,Spot Hired,10p,86.4,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9VCRR,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Gateway,G0M0L9VGRR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-01 0:00,Makurdi,M0M0L9SSRR,Owned,10p,110.88,Y,TRUE,0,Completed,DI,M0,Y
2022,1,2022-01-01 0:00,Makurdi,M0M0L9SSRR,Owned,10p,110.88,Y,TRUE,0,Completed,DI,M0,Y
2022,1,2022-01-01 0:00,Makurdi,M0M0L9SWRR,Owned,10p,110.88,Y,TRUE,0,Completed,DI,M0,Y
2022,1,2022-01-01 0:00,Makurdi,M0M0L9SWRR,Owned,10p,110.88,Y,TRUE,0,Completed,DI,M0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M003436L,Spot Hired,10p,32.4,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00344Y3,Spot Hired,10p,105.6,Y,TRUE,Jan 24 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345AZ,Owned,10p,23.76,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CC,Owned,22p,142.56,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CD,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CN,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CP,Spot Hired,22p,142.56,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CQ,Spot Hired,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345CT,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345D5,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345D6,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345D7,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345D8,Spot Hired,10p,64.8,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345D9,Spot Hired,22p,142.56,Y,TRUE,Feb 14 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345EN,Spot Hired,22p,232.32,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345GB,Spot Hired,10p,60.48,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345GR,Owned,10p,10.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345GS,Owned,10p,18.72,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345HG,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345HK,Spot Hired,22p,142.56,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345JK,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Ilesa,C0M00345JN,Owned,22p,232.32,Y,TRUE,Jan 12 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0L9ZQRR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0L9ZTRR,Spot Hired,10p,64.8,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0L9ZWRR,Spot Hired,10p,64.8,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA00RR,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA04RR,Spot Hired,10p,64.8,Y,TRUE,Jan 15 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA08RR,Spot Hired,10p,86.4,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA0CRR,Spot Hired,10p,64.8,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA0GRR,Spot Hired,10p,64.8,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA0LRR,Spot Hired,10p,64.8,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA0TRR,Spot Hired,10p,64.8,Y,TRUE,Jan 15 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA0XRR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA22RR,Owned,22p,190.08,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA26RR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA29RR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2DRR,Owned,22p,142.56,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2GRR,Owned,22p,142.56,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2KRR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2PRR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2SRR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA2WRR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA30RR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA34RR,Owned,22p,142.56,Y,TRUE,Jan 16 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA37RR,Owned,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA3ARR,Owned,22p,142.56,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA3DRR,Owned,22p,142.56,Y,TRUE,Jan 16 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA3HRR,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA3LRR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Gateway,G0M0LA3PRR,Spot Hired,10p,64.8,Y,TRUE,Jan 12 2022 12:00AM,Completed,DI,G0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9VLRR,Dedicated,22p,142.56,Y,TRUE,Jan 27 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9VYRR,Dedicated,22p,142.56,Y,TRUE,Jan 21 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9W1RR,Dedicated,22p,142.56,Y,TRUE,Jan 18 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9W4RR,Spot Hired,22p,142.56,Y,TRUE,0,Completed,HHT,J0,N
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9W8RR,Spot Hired,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WFRR,Spot Hired,10p,142.56,Y,TRUE,Jan 24 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WJRR,Spot Hired,22p,142.56,Y,TRUE,Jan 24 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WJRR,Spot Hired,22p,142.56,Y,TRUE,Jan 24 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WMRR,Spot Hired,22p,142.56,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WURR,Dedicated,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9WYRR,Dedicated,22p,142.56,Y,TRUE,0,Completed,HHT,J0,N
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9X2RR,Dedicated,22p,142.56,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9X5RR,Spot Hired,10p,75.6,Y,TRUE,Jan  4 2022 12:00AM,Completed,HHT,J0,N
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9X9RR,Spot Hired,22p,142.56,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9Z0RR,Spot Hired,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9Z0RR,Spot Hired,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9Z4RR,Dedicated,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0L9ZGRR,Spot Hired,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA1URR,Dedicated,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA1YRR,Dedicated,22p,142.56,Y,TRUE,Jan 18 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA47RR,Dedicated,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA4BRR,Spot Hired,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA4KRR,Spot Hired,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA4SRR,Spot Hired,10p,68.4,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA54RR,Dedicated,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA5BRR,Dedicated,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA5FRR,Spot Hired,10p,76.32,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA5JRR,Spot Hired,10p,50.616,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Port Harcourt,J0M0LA5QRR,Spot Hired,10p,64.8,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,J0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9R2RR,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9RERR,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9WQRR,Owned,22p,229.9968,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9XCRR,Spot Hired,22p,186.2784,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9XGRR,Spot Hired,22p,142.56,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9XLRR,Spot Hired,22p,142.56,Y,TRUE,Jan 12 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9XQRR,Spot Hired,22p,142.56,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9XURR,Owned,10p,36,Y,TRUE,Jan  3 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9Y2RR,Owned,10p,36,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9Y6RR,Owned,10p,36,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9YERR,Spot Hired,22p,175.824,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9YJRR,Owned,10p,33.264,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9YNRR,Spot Hired,22p,142.56,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9YSRR,Dedicated,22p,142.56,Y,TRUE,Jan 21 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9Z8RR,Dedicated,22p,142.56,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9ZCRR,Spot Hired,22p,229.9968,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9ZCRR,Spot Hired,22p,229.9968,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0L9ZLRR,Spot Hired,22p,142.56,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA10RR,Spot Hired,22p,142.56,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA14RR,Dedicated,22p,142.56,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA18RR,Dedicated,22p,142.56,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA1CRR,Dedicated,22p,142.56,Y,TRUE,Jan 23 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA1GRR,Dedicated,22p,142.56,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA1QRR,Dedicated,22p,142.56,Y,TRUE,Jan 28 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA3SRR,Owned,10p,38.88,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA3ZRR,Spot Hired,10p,64.8,Y,TRUE,Jan 11 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA43RR,Spot Hired,10p,64.8,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA4XRR,Dedicated,22p,142.56,Y,TRUE,Jan 16 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA50RR,Spot Hired,22p,142.56,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA58RR,Dedicated,22p,229.9968,Y,TRUE,Jan 15 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA5URR,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-02 0:00,Onitsha,P0M0LA5YRR,Spot Hired,10p,77.76,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,P0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345EL,Spot Hired,10p,62.64,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345KT,Spot Hired,10p,64.8,Y,TRUE,Jan  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345L1,Spot Hired,10p,32.4,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345M9,Owned,10p,25.2,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345MH,Spot Hired,10p,77.352,Y,TRUE,Jan  9 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345N2,Spot Hired,10p,105.6,Y,TRUE,0,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345NU,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345P4,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345P8,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345P8,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345PV,Spot Hired,10p,105.6,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345PX,Spot Hired,10p,64.8,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345Q0,Spot Hired,10p,105.6,Y,TRUE,Jan  5 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345Q1,Spot Hired,22p,142.56,Y,TRUE,Jan 13 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345QL,Spot Hired,10p,64.8,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345RD,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345SC,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345US,Spot Hired,10p,77.04,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345W0,Spot Hired,10p,63.72,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345WQ,Spot Hired,22p,142.56,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345WX,Spot Hired,22p,142.56,Y,TRUE,Feb 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345WY,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345X4,Spot Hired,22p,142.56,Y,TRUE,Feb  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345YQ,Spot Hired,10p,64.8,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345Z0,Spot Hired,10p,64.8,Y,TRUE,Jan  7 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M00345ZG,Spot Hired,22p,142.56,Y,TRUE,Jan 10 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M0034604,Spot Hired,22p,142.56,Y,TRUE,Jan 31 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M003460A,Spot Hired,10p,57.6,Y,TRUE,Jan  6 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M003460G,Spot Hired,22p,142.56,Y,TRUE,Feb  4 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M003460M,Spot Hired,22p,130.56,Y,TRUE,Feb 13 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M003460X,Spot Hired,10p,105.6,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M003460Y,Spot Hired,22p,142.56,Y,TRUE,Jan 17 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M0034611,Spot Hired,10p,64.8,Y,TRUE,Jan 27 2022 12:00AM,Completed,DI,C0,Y
2022,1,2022-01-03 0:00,Ilesa,C0M0034613,Spot Hired,22p,142.56,Y,TRUE,Jan  8 2022 12:00AM,Completed,DI,C0,Y
